"PASSENGERS","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","YEAR","MONTH",
2697.00,12511,"JLN","MO","DFW","TX",2020,1,
2697.00,14524,"RIC","VA","FLL","FL",2020,3,
2697.00,13930,"ORD","IL","PIA","IL",2020,2,
2697.00,10423,"AUS","TX","SFO","CA",2020,3,
2698.00,14635,"RSW","FL","GRR","MI",2020,2,
2698.00,14747,"SEA","WA","GEG","WA",2020,1,
2698.00,13232,"MDW","IL","BUR","CA",2020,2,
2698.00,11057,"CLT","NC","LAS","NV",2020,3,
2698.00,10423,"AUS","TX","IAD","VA",2020,3,
2698.00,10140,"ABQ","NM","DEN","CO",2020,3,
2699.00,12953,"LGA","NY","MEM","TN",2020,2,
2699.00,13930,"ORD","IL","MLI","IL",2020,2,
2699.00,11995,"GSO","NC","LGA","NY",2020,1,
2699.00,13930,"ORD","IL","TPA","FL",2020,3,
2700.00,13930,"ORD","IL","BWI","MD",2020,3,
2700.00,14843,"SJU","PR","TPA","FL",2020,1,
2701.00,11503,"EGE","CO","ORD","IL",2020,1,
2701.00,11433,"DTW","MI","EWR","NJ",2020,2,
2701.00,13930,"ORD","IL","PHX","AZ",2020,3,
2701.00,14730,"SDF","KY","HOU","TX",2020,1,
2702.00,12478,"JFK","NY","DFW","TX",2020,2,
2702.00,11292,"DEN","CO","RIC","VA",2020,1,
2702.00,10721,"BOS","MA","PBI","FL",2020,3,
2702.00,14869,"SLC","UT","ASE","CO",2020,2,
2703.00,13930,"ORD","IL","CVG","KY",2020,3,
2703.00,12339,"IND","IN","TPA","FL",2020,3,
2703.00,14869,"SLC","UT","AUS","TX",2020,1,
2704.00,11292,"DEN","CO","FCA","MT",2020,2,
2704.00,14193,"PNS","FL","DFW","TX",2020,1,
2704.00,11057,"CLT","NC","PDX","OR",2020,3,
2704.00,13342,"MKE","WI","IAH","TX",2020,2,
2705.00,10785,"BTV","VT","JFK","NY",2020,2,
2705.00,15295,"TOL","OH","PGD","FL",2020,2,
2705.00,10693,"BNA","TN","FLL","FL",2020,3,
2705.00,14307,"PVD","RI","EWR","NJ",2020,2,
2705.00,11298,"DFW","TX","EYW","FL",2020,2,
2705.00,14100,"PHL","PA","DTW","MI",2020,1,
2705.00,12339,"IND","IN","ORD","IL",2020,3,
2705.00,11618,"EWR","NJ","BUF","NY",2020,2,
2706.00,10693,"BNA","TN","FLL","FL",2020,1,
2706.00,10800,"BUR","CA","MDW","IL",2020,1,
2706.00,10257,"ALB","NY","TPA","FL",2020,3,
2707.00,11278,"DCA","VA","OMA","NE",2020,2,
2707.00,11292,"DEN","CO","SBA","CA",2020,2,
2707.00,13139,"LYH","VA","CLT","NC",2020,1,
2707.00,11433,"DTW","MI","PHL","PA",2020,2,
2707.00,14683,"SAT","TX","TPA","FL",2020,2,
2707.00,10397,"ATL","GA","TLH","FL",2020,3,
2707.00,14869,"SLC","UT","BUR","CA",2020,2,
2707.00,14771,"SFO","CA","RDD","CA",2020,2,
2707.00,11057,"CLT","NC","GSO","NC",2020,3,
2708.00,10721,"BOS","MA","SEA","WA",2020,3,
2708.00,13256,"MFE","TX","IAH","TX",2020,2,
2708.00,13930,"ORD","IL","DBQ","IA",2020,1,
2708.00,12339,"IND","IN","FLL","FL",2020,2,
2709.00,14730,"SDF","KY","HOU","TX",2020,2,
2709.00,11057,"CLT","NC","EWR","NJ",2020,2,
2709.00,14869,"SLC","UT","BUR","CA",2020,1,
2710.00,11433,"DTW","MI","PHX","AZ",2020,2,
2710.00,13360,"MLB","FL","CLT","NC",2020,2,
2710.00,13204,"MCO","FL","ORF","VA",2020,3,
2710.00,12478,"JFK","NY","PDX","OR",2020,3,
2711.00,10721,"BOS","MA","ROC","NY",2020,1,
2711.00,14112,"PIE","FL","USA","NC",2020,2,
2711.00,13796,"OAK","CA","GEG","WA",2020,3,
2711.00,11057,"CLT","NC","HOU","TX",2020,2,
2712.00,13487,"MSP","MN","MSO","MT",2020,1,
2712.00,11278,"DCA","VA","BUF","NY",2020,1,
2712.00,13244,"MEM","TN","BWI","MD",2020,1,
2713.00,14635,"RSW","FL","BUF","NY",2020,3,
2713.00,14321,"PWM","ME","PHL","PA",2020,3,
2713.00,15016,"STL","MO","LAX","CA",2020,3,
2713.00,11292,"DEN","CO","SAT","TX",2020,1,
2714.00,13891,"ONT","CA","PDX","OR",2020,2,
2714.00,14100,"PHL","PA","MKE","WI",2020,1,
2714.00,11278,"DCA","VA","IAH","TX",2020,3,
2714.00,11540,"ELP","TX","SAT","TX",2020,3,
2714.00,12278,"ICT","KS","LAS","NV",2020,1,
2715.00,10466,"AZA","AZ","RFD","IL",2020,3,
2715.00,11259,"DAL","TX","SLC","UT",2020,3,
2715.00,13930,"ORD","IL","SYR","NY",2020,2,
2715.00,15919,"XNA","AR","IAH","TX",2020,1,
2716.00,14683,"SAT","TX","ORD","IL",2020,3,
2716.00,14027,"PBI","FL","IAH","TX",2020,3,
2716.00,12197,"HPN","NY","TPA","FL",2020,1,
2716.00,10785,"BTV","VT","EWR","NJ",2020,2,
2716.00,14570,"RNO","NV","LAS","NV",2020,1,
2716.00,13930,"ORD","IL","SUX","IA",2020,1,
2717.00,12266,"IAH","TX","PHL","PA",2020,1,
2717.00,11109,"COS","CO","DEN","CO",2020,2,
2718.00,13930,"ORD","IL","ATL","GA",2020,3,
2719.00,11292,"DEN","CO","MTJ","CO",2020,2,
2719.00,11259,"DAL","TX","CLT","NC",2020,2,
2719.00,12264,"IAD","VA","JAX","FL",2020,2,
2720.00,13577,"MYR","SC","FLL","FL",2020,2,
2720.00,10821,"BWI","MD","SDF","KY",2020,3,
2720.00,15096,"SYR","NY","DTW","MI",2020,1,
2720.00,11995,"GSO","NC","CLT","NC",2020,3,
2721.00,14893,"SMF","CA","AUS","TX",2020,1,
2721.00,11278,"DCA","VA","MKE","WI",2020,3,
2721.00,11292,"DEN","CO","JFK","NY",2020,3,
2721.00,11278,"DCA","VA","EYW","FL",2020,2,
2721.00,11298,"DFW","TX","AEX","LA",2020,2,
2721.00,12478,"JFK","NY","DEN","CO",2020,3,
2722.00,13796,"OAK","CA","HNL","HI",2020,1,
2722.00,14986,"SRQ","FL","CVG","KY",2020,1,
2722.00,14100,"PHL","PA","RDU","NC",2020,1,
2722.00,12954,"LGB","CA","OAK","CA",2020,3,
2722.00,14098,"PHF","VA","ATL","GA",2020,3,
2722.00,11066,"CMH","OH","PHL","PA",2020,3,
2723.00,14771,"SFO","CA","HNL","HI",2020,2,
2723.00,10397,"ATL","GA","BMI","IL",2020,3,
2724.00,11503,"EGE","CO","IAH","TX",2020,2,
2724.00,14761,"SFB","FL","USA","NC",2020,1,
2724.00,14635,"RSW","FL","BNA","TN",2020,3,
2724.00,15304,"TPA","FL","SJU","PR",2020,1,
2725.00,13930,"ORD","IL","BWI","MD",2020,2,
2725.00,13930,"ORD","IL","CWA","WI",2020,2,
2725.00,11292,"DEN","CO","JAX","FL",2020,3,
2725.00,10785,"BTV","VT","EWR","NJ",2020,1,
2725.00,15048,"SUX","IA","ORD","IL",2020,1,
2726.00,11057,"CLT","NC","DEN","CO",2020,1,
2726.00,12264,"IAD","VA","RDU","NC",2020,3,
2726.00,11612,"EVV","IN","DTW","MI",2020,1,
2726.00,12339,"IND","IN","MIA","FL",2020,2,
2726.00,11433,"DTW","MI","PHL","PA",2020,1,
2726.00,14100,"PHL","PA","RDU","NC",2020,2,
2727.00,14122,"PIT","PA","STL","MO",2020,2,
2727.00,14696,"SBN","IN","CLT","NC",2020,1,
2727.00,11433,"DTW","MI","LAN","MI",2020,1,
2728.00,13930,"ORD","IL","CWA","WI",2020,1,
2728.00,12266,"IAH","TX","STL","MO",2020,1,
2728.00,11298,"DFW","TX","PHL","PA",2020,3,
2728.00,11433,"DTW","MI","CLE","OH",2020,3,
2729.00,14122,"PIT","PA","RSW","FL",2020,3,
2729.00,14893,"SMF","CA","HNL","HI",2020,3,
2729.00,12892,"LAX","CA","SBP","CA",2020,1,
2730.00,10397,"ATL","GA","DHN","AL",2020,3,
2730.00,13930,"ORD","IL","GRR","MI",2020,2,
2731.00,10781,"BTR","LA","IAH","TX",2020,1,
2731.00,10140,"ABQ","NM","PHX","AZ",2020,3,
2732.00,10469,"AZO","MI","ORD","IL",2020,1,
2732.00,11278,"DCA","VA","OMA","NE",2020,1,
2732.00,16869,"XWA","ND","MSP","MN",2020,1,
2732.00,14869,"SLC","UT","RNO","NV",2020,3,
2733.00,14193,"PNS","FL","HOU","TX",2020,1,
2733.00,14057,"PDX","OR","SJC","CA",2020,1,
2733.00,10529,"BDL","CT","PHL","PA",2020,1,
2733.00,11433,"DTW","MI","SYR","NY",2020,1,
2733.00,12191,"HOU","TX","SDF","KY",2020,2,
2734.00,11540,"ELP","TX","ORD","IL",2020,3,
2734.00,11298,"DFW","TX","OKC","OK",2020,3,
2734.00,11292,"DEN","CO","MSO","MT",2020,2,
2734.00,14869,"SLC","UT","GEG","WA",2020,2,
2734.00,13303,"MIA","FL","DTW","MI",2020,1,
2734.00,13204,"MCO","FL","OMA","NE",2020,1,
2734.00,15024,"STT","VI","IAD","VA",2020,2,
2734.00,11057,"CLT","NC","HTS","WV",2020,1,
2734.00,14576,"ROC","NY","BOS","MA",2020,2,
2735.00,12197,"HPN","NY","ATL","GA",2020,3,
2735.00,14107,"PHX","AZ","STS","CA",2020,2,
2735.00,14635,"RSW","FL","ISP","NY",2020,3,
2735.00,14100,"PHL","PA","DFW","TX",2020,3,
2735.00,11193,"CVG","KY","DFW","TX",2020,2,
2736.00,11637,"FAR","ND","MSP","MN",2020,3,
2736.00,14683,"SAT","TX","MIA","FL",2020,1,
2736.00,14683,"SAT","TX","ORD","IL",2020,2,
2736.00,12892,"LAX","CA","BWI","MD",2020,3,
2736.00,14730,"SDF","KY","MSP","MN",2020,2,
2736.00,14730,"SDF","KY","MDW","IL",2020,3,
2736.00,11624,"EYW","FL","DFW","TX",2020,2,
2736.00,15295,"TOL","OH","ORD","IL",2020,2,
2736.00,12892,"LAX","CA","PIT","PA",2020,3,
2736.00,12016,"GUM","TT","SPN","TT",2020,3,
2737.00,14100,"PHL","PA","SJU","PR",2020,1,
2737.00,14893,"SMF","CA","SEA","WA",2020,3,
2737.00,11503,"EGE","CO","LAX","CA",2020,1,
2737.00,14107,"PHX","AZ","IAH","TX",2020,1,
2737.00,11298,"DFW","TX","FLG","AZ",2020,2,
2737.00,15370,"TUL","OK","DFW","TX",2020,2,
2737.00,12892,"LAX","CA","MCI","MO",2020,3,
2738.00,13930,"ORD","IL","EGE","CO",2020,2,
2738.00,10821,"BWI","MD","ORD","IL",2020,2,
2739.00,14492,"RDU","NC","FLL","FL",2020,3,
2739.00,11433,"DTW","MI","LAN","MI",2020,2,
2739.00,13422,"MOB","AL","ATL","GA",2020,1,
2740.00,11481,"ECP","FL","HOU","TX",2020,1,
2740.00,13871,"OMA","NE","SLC","UT",2020,2,
2741.00,14057,"PDX","OR","DEN","CO",2020,3,
2741.00,14869,"SLC","UT","STL","MO",2020,1,
2741.00,16101,"YKM","WA","SEA","WA",2020,3,
2741.00,12266,"IAH","TX","JAX","FL",2020,2,
2741.00,10529,"BDL","CT","DTW","MI",2020,3,
2741.00,11308,"DHN","AL","ATL","GA",2020,3,
2741.00,14831,"SJC","CA","HNL","HI",2020,1,
2742.00,16218,"YUM","AZ","PHX","AZ",2020,2,
2742.00,14108,"PIA","IL","ATL","GA",2020,2,
2742.00,13277,"MGM","AL","DFW","TX",2020,1,
2742.00,10721,"BOS","MA","AUS","TX",2020,1,
2742.00,11278,"DCA","VA","PWM","ME",2020,1,
2742.00,13198,"MCI","MO","IND","IN",2020,2,
2742.00,12982,"LIH","HI","SJC","CA",2020,3,
2743.00,11298,"DFW","TX","JLN","MO",2020,2,
2743.00,11298,"DFW","TX","TUL","OK",2020,2,
2743.00,12889,"LAS","NV","CMH","OH",2020,3,
2743.00,11697,"FLL","FL","TTN","NJ",2020,3,
2743.00,14107,"PHX","AZ","SBA","CA",2020,1,
2743.00,12544,"USA","NC","PIE","FL",2020,2,
2743.00,11042,"CLE","OH","ATL","GA",2020,1,
2743.00,11057,"CLT","NC","MDW","IL",2020,3,
2744.00,14057,"PDX","OR","CLT","NC",2020,3,
2744.00,11618,"EWR","NJ","DFW","TX",2020,3,
2745.00,12451,"JAX","FL","CLT","NC",2020,3,
2745.00,11433,"DTW","MI","ORD","IL",2020,3,
2745.00,12478,"JFK","NY","SMF","CA",2020,3,
2746.00,13891,"ONT","CA","JFK","NY",2020,1,
2746.00,14489,"RDM","OR","LAX","CA",2020,2,
2746.00,11481,"ECP","FL","CLT","NC",2020,1,
2747.00,14100,"PHL","PA","HVN","CT",2020,1,
2747.00,13303,"MIA","FL","BWI","MD",2020,3,
2747.00,10994,"CHS","SC","MDW","IL",2020,3,
2747.00,11057,"CLT","NC","DAL","TX",2020,1,
2747.00,10397,"ATL","GA","MGM","AL",2020,3,
2748.00,12264,"IAD","VA","RDU","NC",2020,2,
2748.00,13303,"MIA","FL","DTW","MI",2020,2,
2748.00,13422,"MOB","AL","ATL","GA",2020,2,
2749.00,11618,"EWR","NJ","RSW","FL",2020,3,
2750.00,16218,"YUM","AZ","PHX","AZ",2020,1,
2750.00,11042,"CLE","OH","DCA","VA",2020,1,
2750.00,13198,"MCI","MO","ORD","IL",2020,2,
2750.00,10397,"ATL","GA","ILM","NC",2020,2,
2750.00,10397,"ATL","GA","SEA","WA",2020,3,
2750.00,11697,"FLL","FL","RDU","NC",2020,3,
2750.00,12758,"KOA","HI","SJC","CA",2020,1,
2750.00,13487,"MSP","MN","RAP","SD",2020,1,
2750.00,10693,"BNA","TN","LGA","NY",2020,3,
2750.00,10693,"BNA","TN","EWR","NJ",2020,1,
2750.00,11066,"CMH","OH","DEN","CO",2020,3,
2751.00,11986,"GRR","MI","DFW","TX",2020,2,
2751.00,15376,"TUS","AZ","IAH","TX",2020,1,
2751.00,13264,"MFR","OR","PDX","OR",2020,3,
2751.00,12892,"LAX","CA","OAK","CA",2020,3,
2751.00,13830,"OGG","HI","SMF","CA",2020,3,
2752.00,10397,"ATL","GA","DCA","VA",2020,2,
2752.00,14679,"SAN","CA","BOI","ID",2020,1,
2752.00,14635,"RSW","FL","PWM","ME",2020,2,
2752.00,11433,"DTW","MI","EVV","IN",2020,1,
2753.00,14107,"PHX","AZ","ABQ","NM",2020,3,
2753.00,10257,"ALB","NY","DCA","VA",2020,1,
2753.00,12339,"IND","IN","MCO","FL",2020,3,
2753.00,10397,"ATL","GA","BUR","CA",2020,2,
2753.00,13930,"ORD","IL","DSM","IA",2020,1,
2753.00,13184,"MBS","MI","DTW","MI",2020,1,
2754.00,10529,"BDL","CT","ORD","IL",2020,2,
2754.00,11697,"FLL","FL","IAG","NY",2020,1,
2755.00,11298,"DFW","TX","LBB","TX",2020,2,
2755.00,12892,"LAX","CA","EUG","OR",2020,3,
2755.00,14730,"SDF","KY","BWI","MD",2020,3,
2755.00,15412,"TYS","TN","DCA","VA",2020,1,
2755.00,13891,"ONT","CA","SFO","CA",2020,3,
2756.00,10299,"ANC","AK","LAX","CA",2020,3,
2756.00,12339,"IND","IN","RSW","FL",2020,3,
2756.00,11057,"CLT","NC","ECP","FL",2020,1,
2756.00,10599,"BHM","AL","LAS","NV",2020,1,
2756.00,11298,"DFW","TX","EVV","IN",2020,1,
2756.00,13851,"OKC","OK","LAS","NV",2020,3,
2757.00,12953,"LGA","NY","MKE","WI",2020,2,
2757.00,11648,"FCA","MT","SLC","UT",2020,1,
2757.00,10721,"BOS","MA","RIC","VA",2020,2,
2757.00,14685,"SAV","GA","DFW","TX",2020,1,
2757.00,11111,"COU","MO","DFW","TX",2020,1,
2758.00,14100,"PHL","PA","DTW","MI",2020,2,
2758.00,11057,"CLT","NC","OKC","OK",2020,3,
2758.00,12266,"IAH","TX","DFW","TX",2020,3,
2758.00,12173,"HNL","HI","MKK","HI",2020,1,
2758.00,15376,"TUS","AZ","MDW","IL",2020,2,
2758.00,12478,"JFK","NY","DTW","MI",2020,3,
2759.00,13930,"ORD","IL","TVC","MI",2020,2,
2759.00,10140,"ABQ","NM","DFW","TX",2020,2,
2759.00,10397,"ATL","GA","CID","IA",2020,2,
2759.00,12264,"IAD","VA","GSO","NC",2020,2,
2759.00,11433,"DTW","MI","MDT","PA",2020,1,
2760.00,14869,"SLC","UT","LGB","CA",2020,2,
2761.00,14869,"SLC","UT","MFR","OR",2020,1,
2762.00,14570,"RNO","NV","SEA","WA",2020,1,
2762.00,13495,"MSY","LA","BOS","MA",2020,2,
2762.00,14761,"SFB","FL","IND","IN",2020,3,
2762.00,11278,"DCA","VA","MCI","MO",2020,1,
2762.00,12266,"IAH","TX","TYS","TN",2020,2,
2762.00,14747,"SEA","WA","EWR","NJ",2020,3,
2762.00,14869,"SLC","UT","STL","MO",2020,2,
2763.00,12094,"HDN","CO","IAH","TX",2020,1,
2763.00,11278,"DCA","VA","BUF","NY",2020,2,
2763.00,11648,"FCA","MT","SEA","WA",2020,3,
2763.00,11697,"FLL","FL","IND","IN",2020,2,
2763.00,13204,"MCO","FL","MSP","MN",2020,2,
2763.00,11057,"CLT","NC","EWR","NJ",2020,1,
2763.00,12478,"JFK","NY","BOS","MA",2020,3,
2763.00,10529,"BDL","CT","MSP","MN",2020,1,
2764.00,11986,"GRR","MI","MCO","FL",2020,1,
2764.00,14685,"SAV","GA","DCA","VA",2020,2,
2765.00,13830,"OGG","HI","ANC","AK",2020,1,
2765.00,13204,"MCO","FL","SYR","NY",2020,3,
2766.00,10397,"ATL","GA","ROA","VA",2020,2,
2766.00,11823,"FWA","IN","DTW","MI",2020,2,
2766.00,14679,"SAN","CA","PHX","AZ",2020,2,
2766.00,12982,"LIH","HI","KOA","HI",2020,2,
2766.00,15412,"TYS","TN","MIA","FL",2020,1,
2766.00,13930,"ORD","IL","PIT","PA",2020,3,
2766.00,12266,"IAH","TX","XNA","AR",2020,2,
2766.00,10397,"ATL","GA","CLE","OH",2020,2,
2768.00,12889,"LAS","NV","DFW","TX",2020,1,
2768.00,12402,"ITO","HI","OGG","HI",2020,3,
2768.00,13244,"MEM","TN","ORD","IL",2020,3,
2768.00,11298,"DFW","TX","BRO","TX",2020,3,
2768.00,16869,"XWA","ND","MSP","MN",2020,2,
2769.00,14698,"SBP","CA","LAX","CA",2020,2,
2769.00,11278,"DCA","VA","IND","IN",2020,3,
2769.00,10397,"ATL","GA","PHF","VA",2020,3,
2769.00,10423,"AUS","TX","MCI","MO",2020,2,
2769.00,15323,"TRI","TN","CLT","NC",2020,1,
2769.00,12544,"USA","NC","FLL","FL",2020,3,
2770.00,11292,"DEN","CO","RDU","NC",2020,3,
2770.00,14843,"SJU","PR","EWR","NJ",2020,3,
2770.00,11433,"DTW","MI","SYR","NY",2020,2,
2770.00,11433,"DTW","MI","TVC","MI",2020,2,
2771.00,13931,"ORF","VA","DCA","VA",2020,2,
2771.00,11953,"GNV","FL","ATL","GA",2020,3,
2771.00,11481,"ECP","FL","DAL","TX",2020,3,
2771.00,14730,"SDF","KY","LGA","NY",2020,2,
2772.00,13930,"ORD","IL","GRB","WI",2020,2,
2772.00,11638,"FAT","CA","LAX","CA",2020,3,
2772.00,11618,"EWR","NJ","ROC","NY",2020,2,
2773.00,14679,"SAN","CA","MSP","MN",2020,1,
2773.00,11423,"DSM","IA","IAH","TX",2020,2,
2773.00,11697,"FLL","FL","CLE","OH",2020,2,
2773.00,14747,"SEA","WA","FCA","MT",2020,3,
2773.00,14747,"SEA","WA","OKC","OK",2020,1,
2773.00,13871,"OMA","NE","MCO","FL",2020,1,
2773.00,15096,"SYR","NY","EWR","NJ",2020,2,
2773.00,14262,"PSP","CA","ORD","IL",2020,2,
2774.00,11433,"DTW","MI","BOS","MA",2020,3,
2774.00,12892,"LAX","CA","SAN","CA",2020,2,
2774.00,11641,"FAY","NC","ATL","GA",2020,3,
2774.00,14082,"PGD","FL","PSM","NH",2020,3,
2774.00,11278,"DCA","VA","JAX","FL",2020,1,
2774.00,14100,"PHL","PA","CVG","KY",2020,3,
2775.00,11986,"GRR","MI","LAS","NV",2020,1,
2775.00,10849,"BZN","MT","SLC","UT",2020,3,
2775.00,14709,"SCC","AK","ANC","AK",2020,3,
2775.00,15919,"XNA","AR","ATL","GA",2020,2,
2776.00,11057,"CLT","NC","JAN","MS",2020,3,
2776.00,11433,"DTW","MI","SMF","CA",2020,1,
2776.00,12266,"IAH","TX","MKE","WI",2020,2,
2776.00,13930,"ORD","IL","MDT","PA",2020,3,
2776.00,14100,"PHL","PA","DTW","MI",2020,1,
2777.00,12892,"LAX","CA","JAC","WY",2020,1,
2778.00,15412,"TYS","TN","MIA","FL",2020,2,
2778.00,10721,"BOS","MA","MYR","SC",2020,2,
2778.00,14576,"ROC","NY","DTW","MI",2020,2,
2778.00,14683,"SAT","TX","MSP","MN",2020,3,
2778.00,10529,"BDL","CT","IAD","VA",2020,3,
2779.00,12954,"LGB","CA","HNL","HI",2020,3,
2779.00,11433,"DTW","MI","GRR","MI",2020,2,
2780.00,13198,"MCI","MO","LAX","CA",2020,3,
2780.00,14057,"PDX","OR","BUR","CA",2020,1,
2780.00,14492,"RDU","NC","PHL","PA",2020,1,
2780.00,12266,"IAH","TX","BNA","TN",2020,1,
2780.00,14082,"PGD","FL","RFD","IL",2020,2,
2780.00,12889,"LAS","NV","PHL","PA",2020,3,
2781.00,12982,"LIH","HI","SJC","CA",2020,1,
2781.00,14683,"SAT","TX","SAN","CA",2020,3,
2781.00,10994,"CHS","SC","EWR","NJ",2020,2,
2781.00,14730,"SDF","KY","PHL","PA",2020,2,
2781.00,11298,"DFW","TX","LEX","KY",2020,3,
2782.00,11278,"DCA","VA","PWM","ME",2020,2,
2782.00,15304,"TPA","FL","PVD","RI",2020,1,
2782.00,11648,"FCA","MT","DEN","CO",2020,1,
2782.00,13871,"OMA","NE","SAN","CA",2020,2,
2782.00,10397,"ATL","GA","ATW","WI",2020,2,
2783.00,11066,"CMH","OH","RSW","FL",2020,3,
2783.00,11066,"CMH","OH","HOU","TX",2020,2,
2783.00,14730,"SDF","KY","MSP","MN",2020,1,
2784.00,10713,"BOI","ID","OAK","CA",2020,3,
2784.00,12889,"LAS","NV","BHM","AL",2020,1,
2784.00,14831,"SJC","CA","HNL","HI",2020,3,
2785.00,11618,"EWR","NJ","BNA","TN",2020,3,
2785.00,12953,"LGA","NY","GSO","NC",2020,1,
2785.00,14893,"SMF","CA","CLT","NC",2020,3,
2785.00,10849,"BZN","MT","DEN","CO",2020,2,
2786.00,11697,"FLL","FL","MYR","SC",2020,2,
2786.00,13198,"MCI","MO","LGA","NY",2020,2,
2787.00,12478,"JFK","NY","BQN","PR",2020,3,
2787.00,13303,"MIA","FL","LGA","NY",2020,3,
2787.00,14027,"PBI","FL","ATL","GA",2020,3,
2787.00,12266,"IAH","TX","MOB","AL",2020,1,
2787.00,14524,"RIC","VA","EWR","NJ",2020,1,
2787.00,10599,"BHM","AL","DEN","CO",2020,2,
2787.00,14100,"PHL","PA","GSO","NC",2020,1,
2788.00,12266,"IAH","TX","ORF","VA",2020,1,
2788.00,14492,"RDU","NC","DCA","VA",2020,2,
2789.00,13244,"MEM","TN","TPA","FL",2020,2,
2789.00,14100,"PHL","PA","MKE","WI",2020,2,
2789.00,13342,"MKE","WI","MSP","MN",2020,1,
2789.00,14747,"SEA","WA","SJC","CA",2020,2,
2789.00,14307,"PVD","RI","TPA","FL",2020,1,
2791.00,11433,"DTW","MI","JFK","NY",2020,3,
2791.00,15016,"STL","MO","IAH","TX",2020,1,
2791.00,13303,"MIA","FL","IND","IN",2020,1,
2791.00,13184,"MBS","MI","DTW","MI",2020,1,
2791.00,11292,"DEN","CO","COS","CO",2020,2,
2791.00,10135,"ABE","PA","PHL","PA",2020,2,
2792.00,12478,"JFK","NY","RSW","FL",2020,1,
2792.00,12889,"LAS","NV","AUS","TX",2020,3,
2793.00,12191,"HOU","TX","CMH","OH",2020,2,
2794.00,15376,"TUS","AZ","MSP","MN",2020,3,
2794.00,10821,"BWI","MD","BHM","AL",2020,1,
2795.00,11540,"ELP","TX","LAX","CA",2020,3,
2795.00,14112,"PIE","FL","AVL","NC",2020,3,
2795.00,13303,"MIA","FL","CVG","KY",2020,1,
2795.00,12889,"LAS","NV","TPA","FL",2020,3,
2796.00,11193,"CVG","KY","ORD","IL",2020,3,
2796.00,11986,"GRR","MI","RSW","FL",2020,2,
2796.00,13930,"ORD","IL","DSM","IA",2020,2,
2796.00,14679,"SAN","CA","ABQ","NM",2020,3,
2796.00,11953,"GNV","FL","DFW","TX",2020,2,
2796.00,14307,"PVD","RI","DTW","MI",2020,2,
2796.00,11057,"CLT","NC","DAB","FL",2020,2,
2796.00,13851,"OKC","OK","CLT","NC",2020,3,
2797.00,11697,"FLL","FL","STT","VI",2020,3,
2797.00,10434,"AVP","PA","PHL","PA",2020,1,
2797.00,13930,"ORD","IL","ABQ","NM",2020,3,
2798.00,12953,"LGA","NY","BHM","AL",2020,2,
2798.00,13796,"OAK","CA","LAS","NV",2020,1,
2798.00,14771,"SFO","CA","JAC","WY",2020,2,
2799.00,14122,"PIT","PA","DFW","TX",2020,2,
2799.00,11433,"DTW","MI","CMH","OH",2020,2,
2799.00,11267,"DAY","OH","DFW","TX",2020,2,
2799.00,14683,"SAT","TX","MIA","FL",2020,2,
2799.00,15016,"STL","MO","MSP","MN",2020,3,
2800.00,10620,"BIL","MT","MSP","MN",2020,2,
2800.00,15380,"TVC","MI","DTW","MI",2020,2,
2800.00,14869,"SLC","UT","LGB","CA",2020,1,
2800.00,14893,"SMF","CA","GEG","WA",2020,2,
2800.00,12094,"HDN","CO","IAH","TX",2020,2,
2800.00,14107,"PHX","AZ","SAN","CA",2020,2,
2801.00,13303,"MIA","FL","IAH","TX",2020,1,
2801.00,12266,"IAH","TX","LRD","TX",2020,1,
2802.00,14771,"SFO","CA","PAE","WA",2020,2,
2802.00,14869,"SLC","UT","OGG","HI",2020,3,
2803.00,12945,"LEX","KY","SFB","FL",2020,1,
2803.00,14730,"SDF","KY","DEN","CO",2020,2,
2803.00,11433,"DTW","MI","MBS","MI",2020,2,
2803.00,14570,"RNO","NV","DEN","CO",2020,3,
2804.00,11193,"CVG","KY","SRQ","FL",2020,1,
2804.00,12982,"LIH","HI","LAX","CA",2020,3,
2804.00,11618,"EWR","NJ","PDX","OR",2020,3,
2804.00,13487,"MSP","MN","XWA","ND",2020,1,
2805.00,11292,"DEN","CO","ORD","IL",2020,3,
2806.00,13486,"MSO","MT","DEN","CO",2020,3,
2806.00,10620,"BIL","MT","DEN","CO",2020,1,
2806.00,11298,"DFW","TX","CAE","SC",2020,3,
2806.00,14869,"SLC","UT","MSO","MT",2020,2,
2807.00,11298,"DFW","TX","MGM","AL",2020,1,
2807.00,13342,"MKE","WI","PHL","PA",2020,1,
2807.00,13204,"MCO","FL","RDU","NC",2020,3,
2807.00,12197,"HPN","NY","ORD","IL",2020,2,
2808.00,10397,"ATL","GA","HSV","AL",2020,2,
2808.00,14100,"PHL","PA","JAX","FL",2020,3,
2808.00,10792,"BUF","NY","MDW","IL",2020,3,
2808.00,14683,"SAT","TX","LAS","NV",2020,1,
2809.00,10821,"BWI","MD","MCO","FL",2020,1,
2809.00,14524,"RIC","VA","LGA","NY",2020,3,
2809.00,15016,"STL","MO","DSM","IA",2020,3,
2809.00,10693,"BNA","TN","DEN","CO",2020,2,
2809.00,14524,"RIC","VA","PHL","PA",2020,3,
2809.00,14869,"SLC","UT","LAS","NV",2020,2,
2809.00,11298,"DFW","TX","BOS","MA",2020,3,
2810.00,12478,"JFK","NY","RSW","FL",2020,2,
